committee,date,institute,publication_date,document_url,document_title,day_of_year,notes
"Center for Scientific Review Special Emphasis Panel; RFA Panel: Environmental Influences on Child Health Outcomes (ECHO) Resource Cores, Data Analysis Center, &amp; Coordinating Center.","March 14, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Center for Scientific Review Special Emphasis Panel; Small Business: Health Informatics.,"March 15-16, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
"Center for Scientific Review Special Emphasis Panel; Small Business: Musculoskeletal, Orthopedic, Oral, Dermatology and Rheumatology.","March 15-16, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
"Population Sciences and Epidemiology Integrated Review Group; Aging, Injury, Musculoskeletal, and Rheumatologic Disorders Study Section.","March 15-16, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Center for Scientific Review Special Emphasis Panel; Cellular and Molecular Aspects of the Blood-Brain Barrier and Neurovascular System and Therapeutic Strategies.,"March 15, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
"Center for Scientific Review Special Emphasis Panel; Small Business: Computational, Modeling, and Biodata Management.","March 15, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Center for Scientific Review Special Emphasis Panel; RFA: Measures and Methods for Research on Family Caregivers for People Living with Alzheimer's Disease and Related Dementias (AD/ADRD).,"March 15, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Center for Scientific Review Special Emphasis Panel; Fellowship: Immunology and Infectious Diseases B.,"March 15-16, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Center for Scientific Review Special Emphasis Panel; PAR Panel: Biomedical Data Repositories and Knowledgebases.,"March 15, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
"Center for Scientific Review Special Emphasis Panel; Hypersensitivity, Allergies and Mucosal Immunology (HAMI).","March 15-16, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
"Center for Scientific Review Special Emphasis Panel; Member Conflict: Bioengineering, Surgery, Anesthesiology, and Trauma.","March 15, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03407/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
National Institute on Deafness and Other Communication Disorders Special Emphasis Panel; Review of Cooperative Agreement Research Projects.,"March 6, 2023.",NIDOCD,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03408/national-institute-on-deafness-and-other-communication-disorders-notice-of-closed-meetings,National Institute on Deafness and Other Communication Disorders; Notice of Closed Meetings,48,
National Institute on Deafness and Other Communication Disorders Special Emphasis Panel; Review of NIDCD R25 Grant Applications.,"March 15, 2023.",NIDOCD,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03408/national-institute-on-deafness-and-other-communication-disorders-notice-of-closed-meetings,National Institute on Deafness and Other Communication Disorders; Notice of Closed Meetings,48,
"Board of Scientific Counselors, NIDCD.","March 29, 2023.",NIDOCD,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03409/national-institute-on-deafness-and-other-communication-disorders-notice-of-closed-meeting,National Institute on Deafness and Other Communication Disorders; Notice of Closed Meeting,48,
National Center for Complementary and Integrative Health Special Emphasis Panel; NCCIH Training and Education Review Panel (CT).,"March 16-17, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03411/national-center-for-complementary-and-integrative-health-notice-of-closed-meetings,National Center for Complementary & Integrative Health; Notice of Closed Meetings,48,
National Center for Complementary and Integrative Health Special Emphasis Panel; Pilot Projects Increasing the Impact of the NIH Centers for Advancing Research on Botanicals and Other Natural Products.,"March 17, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03411/national-center-for-complementary-and-integrative-health-notice-of-closed-meetings,National Center for Complementary & Integrative Health; Notice of Closed Meetings,48,
"Infectious Diseases and Immunology A Integrated Review Group; HIV Molecular Virology, Cell Biology, and Drug Development Study Section.","March 6-7, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03413/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Biological Chemistry and Macromolecular Biophysics Integrated Review Group; Macromolecular Structure and Function A Study Section.,"March 7-8, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03413/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Center for Scientific Review Special Emphasis Panel; HEAL Initiative.,"March 7, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03413/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Center for Scientific Review Special Emphasis Panel; HEAL Initiative: Translational Development of Diagnostic and Therapeutic Devices.,"March 7, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03413/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Center for Scientific Review Special Emphasis Panel; PAR Panel: Neuropathophysiology of Decision Making and Chemobrain.,"March 7, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03413/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
"Center for Scientific Review Special Emphasis Panel; AREA/REAP: Musculoskeletal, Skin and Oral Sciences.","March 8, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03413/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Biological Chemistry and Macromolecular Biophysics Integrated Review Group; Chemical Synthesis and Biosynthesis Study Section (CSB).,"March 8-9, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03413/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
Center for Scientific Review Special Emphasis Panel; PAR-22-201: NIDA Program Project Grant Applications.,"March 8, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03413/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
"Center for Scientific Review Special Emphasis Panel; Topics in Innate Immunity, inflammation and Cellular Immunology.","March 8-9, 2023.",NIH,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03413/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,48,
National Institute on Aging Special Emphasis Panel; Primate Aging Database.,"March 9, 2023.",NIA,2023-02-17,https://www.federalregister.gov/documents/2023/02/17/2023-03454/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,48,
"Center for Scientific Review Special Emphasis Panel; Fellowships: Chemistry, Biochemistry and Biophysics A.","March 14-15, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; PAR Panel: HEAL InitiativeâHelping to End Addiction Long-term.,"March 14, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; NIH Director's New Innovator Award Program (DP2).,"March 15-16, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; Small Business: Endocrine and Metabolic Systems.,"March 15, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; AREA/REAP: Cardiovascular and Respiratory Sciences.,"March 16, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; Small Business: Medical Imaging.,"March 16-17, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Infectious Diseases and Immunology A Integrated Review Group; Cellular and Molecular ImmunologyâA Study Section.,"March 16-17, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; Fellowships: Cancer Immunology and Immunotherapy II.,"March 16-17, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; PAR Panel: Cellular Mechanism of Hallmarks of Aging.,"March 16-17, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
"Infectious Diseases and Immunology B Integrated Review Group; Transplantation, Tolerance, and Tumor Immunology Study Section.","March 16-17, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Infectious Diseases and Immunology B Integrated Review Group; HIV Immunopathogenesis and Vaccine Development Study Section.,"March 16-17, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Radiation Therapeutics and Biology.,"March 16, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Topics in Hepatology and Environmental Toxicology.,"March 17, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Sensory Motor Neurobiology.,"March 17, 2023.",NIH,2023-02-21,https://www.federalregister.gov/documents/2023/02/21/2023-03491/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,52,
Center for Scientific Review Special Emphasis Panel; Small Business: Biobehavioral Processes.,"March 16-17, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03570/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Healthcare Delivery and Methodologies Integrated Review Group; Population and Public Health Approaches to HIV/AIDS Study Section.,"March 16-17, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03570/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Fellowship: HIV Clinical Care and Health Interventions.,"March 21, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03570/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; RFA-NS-22-026 BRAIN Initiative: Targeted BRAIN Circuits Projects.,"March 21-22, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03570/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
"Center for Scientific Review Special Emphasis Panel; Member Conflict: Motivated Behavior, Alcohol and Neurotoxicology.","March 21, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03570/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Member Conflict: HIV/AIDS Interventions and Population and Public Health Approaches.,"March 21, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03570/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
National Institute on Minority Health and Health Disparities Special Emphasis Panel; John Lewis NIMHD Research Endowment Program.,"March 22, 2023.",NIMHHD,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03571/national-institute-on-minority-health-and-health-disparities-notice-of-closed-meeting,National Institute on Minority Health and Health Disparities; Notice of Closed Meeting,53,
National Institute on Aging Special Emphasis Panel; Ai-ML Tools.,"March 13, 2023.",NIA,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03640/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,53,
National Institute on Aging Special Emphasis Panel; Healthcare Inequities in ADRD.,"March 14, 2023.",NIA,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03645/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,53,
Center for Scientific Review Special Emphasis Panel; Specialized Centers of Research Excellence (SCORE) on Sex Differences.,"March 21-22, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Fertility Status as a Marker for Overall Health.,"March 21, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Fellowships: Endocrine and Metabolic Systems.,"March 23, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Cancer Diagnostics and Treatments (CDT).,"March 23-24, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Topics in Nephrology and Urology.,"March 23, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Topics in Health Services Research and Health Informatics.,"March 23, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Fellowships: Physiology and Pathobiology of Cardiovascular and Respiratory Systems.,"March 23-24, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
"Center for Scientific Review Special Emphasis Panel; Small Business: Instrumentation, Environmental, and Occupational Safety.","March 23-24, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; PAR-20-117 Maximizing Investigators' Research Award (MIRA) for Early Stage Investigator.,"March 23-24, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Topics in Clinical Informatics and Data Analytics.,"March 23, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
"Center for Scientific Review Special Emphasis Panel; Member Conflicts: Bioengineering, Biodata, and Biomodeling Technologies.","March 23, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Topics in Virology.,"March 23, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Fellowship: Immunology and Infectious Diseases A.,"March 23-24, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Cerebrovascular Disorders and Traumatic Brain Injury.,"March 23, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; Cancer Prevention.,"March 23, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
Center for Scientific Review Special Emphasis Panel; NS-22-034: HEAL Meeting.,"March 23, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
"Center for Scientific Review Special Emphasis Panel; Member Conflict: Language, Communication, Vocal Control, and Dysphagia.","March 23, 2023.",NIH,2023-02-22,https://www.federalregister.gov/documents/2023/02/22/2023-03667/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,53,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; Human Islet Research Network.,"March 28, 2023.",NIDDKD,2023-02-23,https://www.federalregister.gov/documents/2023/02/23/2023-03679/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meeting,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meeting,54,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; NINDS Team Science RM1 Review.,"March 15, 2023.",NINDS,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03799/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,55,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; NINDS Team Science RM1 Review.,"March 16, 2023.",NINDS,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03799/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,55,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; Functional Target Validation for Alzheimer's Disease-Related Dementias (R61/R33).,"March 17, 2023.",NINDS,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03799/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,55,
National Institute of Allergy and Infectious Diseases Special Emphasis Panel; NIAID Clinical Trial Planning Grant (R34 Clinical Trials Not Allowed).,"March 28, 2023.",NIAID,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03800/national-institute-of-allergy-and-infectious-diseases-notice-of-closed-meeting,National Institute of Allergy and Infectious Diseases; Notice of Closed Meeting,55,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; Wellstone Centers Review.,"March 14-15, 2023.",NINDS,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03801/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meeting,National Institute of Neurological Disorders and Stroke; Notice of Closed Meeting,55,
"National Heart, Lung, and Blood Institute Special Emphasis Panel; Clinical Trials SEP (UG3, U24, R61).","March 30, 2023.",NIH,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03802/national-heart-lung-and-blood-institute-notice-of-closed-meeting,"National Heart, Lung, and Blood Institute; Notice of Closed Meeting",55,
National Institute on Drug Abuse Special Emphasis Panel; Mechanism for Time-Sensitive Drug Abuse Research.,"March 20, 2023.",NIDA,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03846/national-institute-on-drug-abuse-notice-of-closed-meetings,National Institute on Drug Abuse; Notice of Closed Meetings,55,
"National Institute on Drug Abuse Special Emphasis Panel; HEAL Initiative: HEAL Data2ActionâInnovation and Acceleration Projects, Phased Awards.","March 22, 2023.",NIDA,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03846/national-institute-on-drug-abuse-notice-of-closed-meetings,National Institute on Drug Abuse; Notice of Closed Meetings,55,
National Institute on Drug Abuse Special Emphasis Panel; Registry of Medical Cannabis Use and Health Outcomes.,"March 24, 2023.",NIDA,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03846/national-institute-on-drug-abuse-notice-of-closed-meetings,National Institute on Drug Abuse; Notice of Closed Meetings,55,
"National Institute on Drug Abuse Special Emphasis Panel; Omnibus Topic 167: Cause of Death Elucidated (CODE) in Drug Overdose: Research and Development of New Postmortem Toxicology Screening Devices That Are Portable, Rapid, Accurate, Affordable, and Accessible.","March 30, 2023.",NIDA,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03846/national-institute-on-drug-abuse-notice-of-closed-meetings,National Institute on Drug Abuse; Notice of Closed Meetings,55,
National Institute of General Medical Sciences Special Emphasis Panel; Review of Support for Research ExcellenceâFirst Independent Research (SuRE-First) Award (R16).,"March 9, 2023.",NIGMS,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03848/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,55,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; Time-Sensitive Obesity Research.,"March 21, 2023.",NIDDKD,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03849/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meeting,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meeting,55,
Center for Scientific Review Special Emphasis Panel; Small Business: Cell and Molecular Biology.,"March 21-22, 2023.",NIH,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03850/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,55,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Social and Community Influences Across the Life Course.,"March 21, 2023.",NIH,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03850/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,55,
Center for Scientific Review Special Emphasis Panel; Small Business: Social and Community Influences Across the Life Course.,"March 22-23, 2023.",NIH,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03850/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,55,
Center for Scientific Review Special Emphasis Panel; Small Business: Digestive Sciences.,"March 24, 2023.",NIH,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03850/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,55,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Medical Imaging Investigations.,"March 24, 2023.",NIH,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03850/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,55,
"Center for Scientific Review Special Emphasis Panel; Mobile Health, Technologies and Outcomes in Low and Middle Income CountriesâHIV/AIDS and Sexual Health Applications.","March 24, 2023.",NIH,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03850/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,55,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Understanding Alzheimer's Degeneration and the Related Dementia.,"March 24, 2023.",NIH,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03850/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,55,
"Center for Scientific Review Special Emphasis Panel; Topics in Autoimmunity, Immunology, and Transplantation.","March 24, 2023.",NIH,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03850/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,55,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Macromolecular Biophysics and Biological Chemistry.,"March 24, 2023.",NIH,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03850/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,55,
National Institute on Aging Special Emphasis Panel; Health Records.,"March 17, 2023.",NIA,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03851/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,55,
National Institute on Aging Special Emphasis Panel; Transition to Aging.,"March 9, 2023.",NIA,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03852/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,55,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; APOLO Transplantation Network Limited Competition Applications.,"March 30, 2023.",NIDDKD,2023-02-24,https://www.federalregister.gov/documents/2023/02/24/2023-03854/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meeting,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meeting,55,
"Center for Scientific Review Special Emphasis Panel; Learning, Memory and Decision Neuroscience.","January 17, 2024.",NIH,2024-01-04,https://www.federalregister.gov/documents/2024/01/04/2023-28953/center-for-scientific-review-notice-of-closed-meeting,Center for Scientific Review; Notice of Closed Meeting,4,
National Institute on Aging Special Emphasis Panel; REDI Small Business Review Panel.,"March 15, 2024.",NIA,2024-01-04,https://www.federalregister.gov/documents/2024/01/04/2023-28954/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,4,
National Institute on Aging Special Emphasis Panel; Behavioral and Social Research on Immigration and Aging.,"March 7-8, 2024.",NIA,2024-01-04,https://www.federalregister.gov/documents/2024/01/04/2023-28955/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,4,
